epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1646.27,0.72302,0.49213,0.976,0.89279,0.89278,0.92975,0.70647,0.91785,0.50102,1.10398,0.0027928,0.0027928,0.0027928
184,1654.74,0.71743,0.49957,0.97865,0.89834,0.89506,0.9124,0.69258,0.93186,0.51952,1.11377,0.0027532,0.0027532,0.0027532
185,1663.3,0.70638,0.48753,0.96818,0.88067,0.89828,0.92422,0.69181,0.93791,0.52364,1.11826,0.0027136,0.0027136,0.0027136
186,1671.62,0.71317,0.49686,0.97095,0.89133,0.88399,0.92521,0.70863,0.93719,0.53129,1.12394,0.002674,0.002674,0.002674
187,1679.61,0.71303,0.4895,0.96445,0.87635,0.89839,0.91741,0.70905,0.9382,0.51709,1.12126,0.0026344,0.0026344,0.0026344
188,1687.7,0.71147,0.48627,0.97386,0.89476,0.88977,0.91883,0.70968,0.92136,0.52951,1.11605,0.0025948,0.0025948,0.0025948
189,1695.79,0.7134,0.48996,0.9822,0.92785,0.86872,0.93254,0.71585,0.93403,0.52651,1.12167,0.0025552,0.0025552,0.0025552
190,1703.79,0.68189,0.47937,0.96144,0.89396,0.88593,0.91865,0.7072,0.96442,0.5448,1.13875,0.0025156,0.0025156,0.0025156
191,1711.57,0.70993,0.48821,0.97386,0.91003,0.87297,0.91933,0.71201,0.9191,0.51772,1.10556,0.002476,0.002476,0.002476
192,1719.36,0.70048,0.48085,0.96183,0.92456,0.88416,0.92808,0.70609,0.91876,0.51849,1.11167,0.0024364,0.0024364,0.0024364
193,1727.77,0.70028,0.47365,0.95613,0.91871,0.89014,0.9279,0.71841,0.91339,0.51398,1.10616,0.0023968,0.0023968,0.0023968
194,1736.26,0.71385,0.49407,0.97618,0.91057,0.89999,0.92925,0.71168,0.92209,0.51701,1.10099,0.0023572,0.0023572,0.0023572
195,1744.55,0.69665,0.47602,0.95933,0.92117,0.87143,0.92502,0.71225,0.92054,0.51939,1.10366,0.0023176,0.0023176,0.0023176
196,1752.9,0.69955,0.48591,0.97667,0.945,0.87489,0.93357,0.71565,0.90616,0.50628,1.0945,0.002278,0.002278,0.002278
197,1761.19,0.67585,0.46928,0.96329,0.94672,0.88674,0.93572,0.71338,0.91017,0.49716,1.09434,0.0022384,0.0022384,0.0022384
198,1769.6,0.67187,0.45836,0.95314,0.923,0.90743,0.9317,0.71494,0.90557,0.49308,1.09268,0.0021988,0.0021988,0.0021988
199,1777.95,0.69702,0.46912,0.96563,0.92657,0.90662,0.92943,0.71672,0.89731,0.5051,1.09331,0.0021592,0.0021592,0.0021592
200,1786.2,0.68221,0.46789,0.95842,0.91461,0.88515,0.92724,0.71232,0.90331,0.50677,1.10508,0.0021196,0.0021196,0.0021196
201,1794.49,0.70391,0.47549,0.96847,0.91724,0.89694,0.92267,0.71333,0.9103,0.50069,1.10249,0.00208,0.00208,0.00208
202,1802.89,0.70465,0.47274,0.9628,0.93681,0.8803,0.92634,0.71542,0.90904,0.49681,1.10258,0.0020404,0.0020404,0.0020404
203,1811.28,0.68199,0.47065,0.9562,0.93754,0.87698,0.92531,0.71914,0.9004,0.48765,1.0953,0.0020008,0.0020008,0.0020008
204,1819.97,0.67114,0.46136,0.95421,0.93082,0.88338,0.92437,0.72002,0.91828,0.49863,1.0958,0.0019612,0.0019612,0.0019612
205,1828.54,0.67902,0.45328,0.95034,0.93624,0.8753,0.92302,0.72091,0.91846,0.51112,1.09639,0.0019216,0.0019216,0.0019216
206,1837.14,0.67395,0.45797,0.94855,0.92467,0.88625,0.92994,0.72691,0.91326,0.49569,1.09505,0.001882,0.001882,0.001882
207,1845.84,0.66871,0.4608,0.95503,0.94477,0.88707,0.9273,0.7243,0.92088,0.50096,1.10847,0.0018424,0.0018424,0.0018424
208,1854.36,0.66295,0.45932,0.94501,0.92877,0.88396,0.92804,0.7274,0.9217,0.50181,1.11982,0.0018028,0.0018028,0.0018028
209,1862.44,0.66707,0.4633,0.95369,0.91063,0.87765,0.92514,0.71467,0.91944,0.50573,1.11333,0.0017632,0.0017632,0.0017632
210,1870.3,0.66827,0.45941,0.9547,0.90981,0.89053,0.92733,0.71669,0.92447,0.50964,1.11338,0.0017236,0.0017236,0.0017236
211,1878.17,0.65946,0.46407,0.9598,0.91711,0.88905,0.92865,0.72003,0.92157,0.50682,1.11638,0.001684,0.001684,0.001684
212,1886.03,0.66789,0.45853,0.94505,0.92877,0.87028,0.92842,0.71912,0.9189,0.50358,1.11825,0.0016444,0.0016444,0.0016444
213,1893.94,0.67224,0.46116,0.95229,0.9132,0.87585,0.92623,0.72142,0.91279,0.49949,1.09958,0.0016048,0.0016048,0.0016048
214,1901.76,0.65593,0.45431,0.94887,0.94556,0.87178,0.93051,0.72016,0.90226,0.5032,1.08688,0.0015652,0.0015652,0.0015652
215,1909.61,0.67918,0.45975,0.94617,0.95654,0.88651,0.9368,0.71951,0.89956,0.51076,1.08534,0.0015256,0.0015256,0.0015256
216,1917.8,0.67921,0.46959,0.95818,0.94231,0.89282,0.94083,0.72026,0.89948,0.5039,1.08381,0.001486,0.001486,0.001486
217,1925.77,0.65646,0.46251,0.95395,0.94951,0.87412,0.93248,0.72198,0.9009,0.5005,1.08834,0.0014464,0.0014464,0.0014464
218,1933.65,0.67435,0.46202,0.95311,0.88687,0.90543,0.92829,0.72412,0.89569,0.49297,1.08217,0.0014068,0.0014068,0.0014068
219,1944.12,0.65532,0.45016,0.94154,0.93896,0.87208,0.93218,0.71854,0.90108,0.49791,1.08576,0.0013672,0.0013672,0.0013672
220,1951.98,0.6455,0.4499,0.94928,0.92566,0.88411,0.92972,0.7205,0.90217,0.49523,1.08964,0.0013276,0.0013276,0.0013276
221,1959.9,0.64419,0.44118,0.93802,0.94448,0.89031,0.93288,0.73204,0.90456,0.49612,1.09843,0.001288,0.001288,0.001288
222,1968.02,0.66194,0.45574,0.94526,0.93939,0.89152,0.9341,0.73163,0.90375,0.48766,1.09876,0.0012484,0.0012484,0.0012484
223,1976.14,0.64034,0.44028,0.94173,0.91638,0.90487,0.9291,0.72313,0.90289,0.47878,1.10074,0.0012088,0.0012088,0.0012088
224,1984.14,0.6458,0.44705,0.94474,0.917,0.91361,0.93345,0.7229,0.91022,0.48724,1.10464,0.0011692,0.0011692,0.0011692
225,1992.07,0.64085,0.4428,0.94022,0.91392,0.89859,0.93268,0.72501,0.91872,0.50142,1.10421,0.0011296,0.0011296,0.0011296
226,1999.96,0.63742,0.43134,0.934,0.91212,0.89274,0.93572,0.72781,0.9229,0.49637,1.10143,0.00109,0.00109,0.00109
227,2007.8,0.64204,0.43944,0.94303,0.91138,0.90453,0.94387,0.72733,0.9057,0.49039,1.0884,0.0010504,0.0010504,0.0010504
228,2015.65,0.64456,0.44537,0.9382,0.929,0.89248,0.94095,0.72649,0.89903,0.49719,1.09209,0.0010108,0.0010108,0.0010108
229,2023.61,0.64889,0.441,0.93852,0.90331,0.90842,0.93154,0.72857,0.89351,0.48972,1.09316,0.0009712,0.0009712,0.0009712
230,2031.44,0.64824,0.44038,0.93864,0.94403,0.90721,0.94157,0.72642,0.89405,0.49099,1.0966,0.0009316,0.0009316,0.0009316
231,2039.4,0.64106,0.44396,0.94433,0.94597,0.89793,0.93264,0.73047,0.89638,0.48935,1.10114,0.000892,0.000892,0.000892
232,2047.78,0.63184,0.44272,0.94103,0.93317,0.87946,0.93262,0.72962,0.90067,0.4877,1.10066,0.0008524,0.0008524,0.0008524
233,2055.65,0.63801,0.43435,0.94263,0.93215,0.88577,0.9319,0.72791,0.89975,0.48715,1.09967,0.0008128,0.0008128,0.0008128
234,2063.57,0.64385,0.438,0.93924,0.92833,0.89881,0.93389,0.73288,0.89029,0.47262,1.09193,0.0007732,0.0007732,0.0007732
235,2071.53,0.63605,0.4312,0.9346,0.92768,0.90258,0.92915,0.73386,0.9008,0.47588,1.09996,0.0007336,0.0007336,0.0007336
236,2079.54,0.63004,0.44206,0.94232,0.92431,0.90927,0.93181,0.73482,0.89498,0.47254,1.09779,0.000694,0.000694,0.000694
237,2087.55,0.62912,0.43973,0.93734,0.92431,0.90964,0.93257,0.73179,0.90154,0.47299,1.09917,0.0006544,0.0006544,0.0006544
238,2095.5,0.60999,0.41982,0.92622,0.91316,0.90882,0.92757,0.72855,0.90819,0.476,1.10669,0.0006148,0.0006148,0.0006148
239,2103.42,0.62774,0.42463,0.92708,0.94246,0.89887,0.9434,0.73193,0.90256,0.47771,1.10276,0.0005752,0.0005752,0.0005752
240,2111.3,0.63286,0.43132,0.93491,0.94536,0.9081,0.94324,0.73533,0.89587,0.47411,1.09618,0.0005356,0.0005356,0.0005356
241,2180.26,0.5808,0.39006,0.90658,0.94266,0.90373,0.93841,0.72631,0.90755,0.47885,1.10577,0.000496,0.000496,0.000496
242,2188.71,0.57237,0.37985,0.89941,0.93671,0.90152,0.93525,0.72314,0.91135,0.4826,1.11202,0.0004564,0.0004564,0.0004564
243,2197.05,0.57109,0.38082,0.9072,0.93364,0.90029,0.93483,0.72378,0.90471,0.48768,1.10678,0.0004168,0.0004168,0.0004168
244,2205.63,0.55708,0.37881,0.89765,0.9185,0.91215,0.93739,0.72572,0.8996,0.49218,1.10348,0.0003772,0.0003772,0.0003772
245,2213.84,0.55581,0.36792,0.89641,0.92041,0.91767,0.9381,0.72684,0.89904,0.49103,1.09944,0.0003376,0.0003376,0.0003376
246,2221.88,0.54158,0.35809,0.88804,0.92745,0.91429,0.93639,0.73035,0.90129,0.48741,1.10168,0.000298,0.000298,0.000298
247,2229.9,0.54856,0.36523,0.90043,0.92338,0.90891,0.93665,0.73017,0.90225,0.48574,1.10075,0.0002584,0.0002584,0.0002584
248,2238.13,0.53795,0.35846,0.887,0.92898,0.89962,0.93816,0.72862,0.89753,0.48191,1.09877,0.0002188,0.0002188,0.0002188
249,2246.01,0.54057,0.35875,0.89815,0.93188,0.90185,0.93841,0.7271,0.89491,0.48094,1.10049,0.0001792,0.0001792,0.0001792
250,2253.98,0.54775,0.36718,0.88625,0.93063,0.9101,0.94005,0.72687,0.89397,0.4812,1.10021,0.0001396,0.0001396,0.0001396
